,SortOrder,LocID,Notes,ISO3_code,ISO2_code,SDMX_code,LocTypeID,LocTypeName,ParentID,Location,VarID,Variant,Time,TPopulation1Jan,TPopulation1July,TPopulationMale1July,TPopulationFemale1July,PopDensity,PopSexRatio,MedianAgePop,NatChange,NatChangeRT,PopChange,PopGrowthRate,DoublingTime,Births,Births1519,CBR,TFR,NRR,MAC,SRB,Deaths,DeathsMale,DeathsFemale,CDR,LEx,LExMale,LExFemale,LE15,LE15Male,LE15Female,LE65,LE65Male,LE65Female,LE80,LE80Male,LE80Female,InfantDeaths,IMR,LBsurvivingAge1,Under5Deaths,Q5,Q0040,Q0040Male,Q0040Female,Q0060,Q0060Male,Q0060Female,Q1550,Q1550Male,Q1550Female,Q1560,Q1560Male,Q1560Female,NetMigrations,CNMR
28040,189,674,,SMR,SM,674,4,Country/Area,925,San Marino,2,Medium,2022,33.669,33.66,16.38,17.28,551.8115,94.7889,46.7646,-0.123,-3.681,-0.017,-0.051,,0.2,0.003,5.936,1.1384,0.5483,32.229,106.6,0.323,0.154,0.17,9.617,83.4333,82.036,84.7326,68.7224,67.3321,70.0135,20.5605,19.4337,21.564,9.1713,8.4877,9.6972,0,2.3892,0.2,0.001,3.0398,8.6541,10.5437,6.6531,39.1473,45.5738,32.9465,12.6175,15.2033,10.0077,35.736,42.0324,29.674,0.1,2.975
28192,190,688,24,SRB,RS,688,4,Country/Area,925,Serbia,2,Medium,2022,7261.591,7221.366,3461.266,3760.099,94.1066,92.0525,43.014,-70.446,-9.749,-80.451,-1.114,,66.557,2.482,9.211,1.5286,0.7324,29.613,106.9,137.003,67.145,69.858,18.96,74.1369,71.2762,76.9752,59.6061,56.7668,62.4166,13.7846,11.9238,15.347,6.0028,5.0664,6.5901,0.295,4.4199,66.304,0.384,5.7114,17.4701,21.5424,13.2001,113.2038,151.3816,74.584,34.9429,47.7612,21.7079,107.4619,145.3904,69.1703,-9.999,-1.384
28344,191,705,,SVN,SI,705,4,Country/Area,925,Slovenia,2,Medium,2022,2119.789,2119.844,1065.614,1054.229,105.2659,101.0799,43.5361,-1.901,-0.898,0.11,0.005,,18.836,0.208,8.89,1.6275,0.7858,30.414,106.4,20.737,10.205,10.532,9.788,82.1332,79.6263,84.6163,67.3109,64.8041,69.7932,19.9137,18.082,21.5183,9.3278,8.3879,9.9132,0.027,1.4177,18.813,0.036,1.874,7.2769,9.0185,5.303,54.0001,72.1282,34.3484,15.586,20.5812,9.9492,51.8984,69.9982,32.2786,2,0.944
28496,192,724,25,ESP,ES,724,4,Country/Area,925,Spain,2,Medium,2022,47576.21,47558.63,23309.062,24249.568,94.6715,96.1216,44.322,-75.154,-1.58,-35.161,-0.074,,356.359,7.721,7.497,1.286,0.62,32.13,106.3,431.513,218.185,213.328,9.077,83.9115,81.2004,86.5485,69.1779,66.4881,71.7894,21.7366,19.7127,23.5517,10.1227,9.0321,10.9065,0.778,2.1769,355.696,0.946,2.6387,10.3208,13.1696,7.3871,53.7295,70.8539,36.3786,18.003,23.5196,12.3664,50.6368,67.4618,33.6203,39.998,0.841
28648,193,926,,,,155,3,Subregion,908,Western Europe,2,Medium,2022,195525.976,195619.899,95961.291,99658.609,179.6076,96.29,43.069,-152.857,-0.782,187.846,0.096,,1910.69,35.889,9.776,1.6246,0.786,31.044,105.2,2063.547,1027.164,1036.383,10.558,82.0648,79.6069,84.4781,67.4127,64.9725,69.8049,20.5961,18.8544,22.1571,9.5949,8.5926,10.3156,5.851,3.064,1905.673,6.941,3.6296,14.7058,18.6486,10.6117,68.1091,86.6152,49.2139,24.9125,32.4484,17.2238,64.0549,82.3054,45.4453,340.735,1.743
28800,194,40,,AUT,AT,40,4,Country/Area,926,Austria,2,Medium,2022,8929.716,8939.617,4401.207,4538.41,108.334,96.9768,42.9347,-0.191,-0.022,19.802,0.222,,84.394,1.103,9.451,1.4739,0.7127,31.029,105.5,84.585,41.609,42.976,9.473,82.4122,80.1495,84.6001,67.7041,65.4627,69.867,20.5121,18.9156,21.9146,9.4236,8.6178,9.9909,0.211,2.4953,84.214,0.256,3.0264,13.2238,17.051,9.2064,59.3396,75.8851,42.3799,21.9134,28.5917,15.0505,55.9165,72.169,39.2815,19.999,2.24
28952,195,56,,BEL,BE,56,4,Country/Area,926,Belgium,2,Medium,2022,11640.679,11655.93,5759.3,5896.63,384.9637,97.671,41.0417,6.506,0.558,30.502,0.262,,117.003,1.63,10.048,1.588,0.7699,30.867,104.8,110.497,53.881,56.616,9.49,82.2932,80.1604,84.3671,67.6221,65.5126,69.6692,20.6707,19.1049,22.0697,9.609,8.7187,10.2392,0.335,2.8668,116.716,0.4,3.416,14.8015,18.8467,10.6346,64.6605,79.1507,49.657,24.9112,31.5605,18.073,60.8242,74.995,46.1686,23.999,2.061
29104,196,250,26,FRA,FR,250,4,Country/Area,926,France,2,Medium,2022,64560.542,64626.628,31230.994,33395.634,117.2089,93.5182,41.7954,65.574,1.015,132.172,0.205,,672.88,18.066,10.416,1.7881,0.8663,30.624,104.9,607.306,298.749,308.556,9.401,83.2293,80.3558,85.9668,68.6055,65.7482,71.3225,22.0042,20.0272,23.7042,10.569,9.3835,11.3834,2.212,3.2975,670.978,2.625,3.9139,16.1119,21.2037,11.0683,71.6822,93.9133,49.6633,27.5217,37.0195,18.1606,67.3832,89.3709,45.6425,66.601,1.031
29256,197,276,,DEU,DE,276,4,Country/Area,926,Germany,2,Medium,2022,83426.789,83369.843,41136.302,42233.541,239.1836,97.402,44.8482,-268.471,-3.223,-113.892,-0.137,,761.194,13.223,9.139,1.533,0.7403,31.228,105.6,1029.665,519.305,510.36,12.362,80.9887,78.5123,83.4872,66.3283,63.8701,68.8052,19.6292,17.8804,21.2368,9.0875,8.1466,9.78,2.257,2.9612,759.263,2.699,3.5231,14.7033,18.3469,10.7937,71.6822,91.4294,51.1716,25.3755,32.9114,17.515,67.6775,87.1673,47.456,154.592,1.856
29408,198,438,,LIE,LI,438,4,Country/Area,926,Liechtenstein,2,Medium,2022,39.196,39.327,19.502,19.825,245.7937,98.3707,43.8956,0.11,2.812,0.262,0.666,104.0762,0.361,0.003,9.202,1.4921,0.6831,31.97,116.3,0.251,0.128,0.122,6.39,84.6563,83.0187,86.129,70.2138,68.5429,71.7206,21.9415,20.4886,23.1974,10.4745,9.4562,11.1759,0.002,4.9896,0.359,0.002,5.8077,12.3208,12.2223,12.4184,38.9941,44.004,34.1544,12.6436,13.3407,11.9515,32.5402,37.8452,27.394,0.15,3.821
29560,199,442,,LUX,LU,442,4,Country/Area,926,Luxembourg,2,Medium,2022,643.922,647.599,325.939,321.66,250.0382,101.3303,38.994,2.133,3.307,7.354,1.136,61.0165,6.675,0.069,10.349,1.3934,0.6753,32.186,105.2,4.542,2.322,2.22,7.042,82.591,80.4453,84.7698,67.9273,65.8697,70.0081,20.6419,19.1578,22.0059,9.8229,8.9524,10.4372,0.02,3.0506,6.658,0.024,3.6364,11.302,14.4943,7.9635,57.4146,73.092,40.3849,18.6906,23.5118,13.6735,53.4983,68.1146,37.619,5.222,8.096
29712,200,492,,MCO,MC,492,4,Country/Area,926,Monaco,2,Medium,2022,36.561,36.469,17.872,18.596,24475.8389,96.1068,54.4598,-0.387,-10.645,-0.184,-0.505,,0.319,0.004,8.775,2.0909,1.014,31.036,104.8,0.706,0.36,0.346,19.42,86.8951,85.0553,88.8808,72.3093,70.4648,74.3001,23.6348,22.0303,25.3577,11.5876,10.4433,12.7221,0.001,3.6243,0.318,0.001,4.2104,8.9007,9.3259,8.4564,28.3677,33.7036,23.1552,9.0911,10.192,8.0404,23.6486,28.9593,18.4639,0.2,5.499
29864,201,528,27,NLD,NL,528,4,Country/Area,926,Netherlands,2,Medium,2022,17536.553,17564.014,8729.74,8834.274,521.6362,98.8167,41.8288,24.932,1.421,54.922,0.313,,181.387,1.342,10.336,1.6368,0.7924,31.57,105.2,156.455,77.176,79.279,8.915,82.4508,80.9439,83.9041,67.7784,66.2893,69.2116,20.353,19.1291,21.4792,9.1408,8.3339,9.7547,0.545,3.0046,180.92,0.628,3.4799,12.3206,14.6955,9.8652,55.4423,62.8449,47.9085,19.6037,23.2578,15.8913,51.6029,58.7495,44.3437,29.998,1.709
30016,202,756,,CHE,CH,756,4,Country/Area,926,Switzerland,2,Medium,2022,8712.018,8740.472,4340.435,4400.037,218.5555,98.6454,42.0936,16.914,1.94,56.908,0.651,106.4742,86.479,0.449,9.917,1.4979,0.7254,32.032,105.1,69.565,33.639,35.926,7.977,84.2549,82.4837,85.9322,69.5947,67.8283,71.2658,21.7769,20.4422,22.9473,10.0179,9.2035,10.6079,0.268,3.0974,86.249,0.306,3.535,11.4007,13.9741,8.7066,45.6116,55.5658,35.3368,16.5011,20.9046,11.947,41.677,51.5329,31.5095,39.998,4.587
30168,203,904,,,,419,2,Geographic region,1840,Latin America and the Caribbean,2,Medium,2022,658047.951,660269.074,325127.585,335141.488,32.5806,97.012,30.6037,4617.892,6.993,4442.245,0.673,102.9936,9625.62,1357.704,14.577,1.8474,0.8811,27.557,104.4,5007.728,2748.952,2258.776,7.584,73.7591,70.6039,76.9919,60.1126,57.0349,63.2508,16.6001,15.0658,17.9757,7.4664,6.6299,8.0816,125.84,13.0607,9515.914,151.045,15.5943,58.0085,76.6879,38.7962,166.2204,211.6916,120.1015,77.2006,104.9341,49.0272,150.4787,195.2221,105.3288,-175.469,-0.266
30320,204,915,,,,29,3,Subregion,904,Caribbean,2,Medium,2022,44272.011,44392.107,21944.211,22447.897,200.4258,97.7562,31.301,302.782,6.816,240.193,0.541,128.1233,678.609,83.463,15.276,2.0358,0.9506,27.829,104.2,375.827,206.378,169.449,8.46,72.6901,69.6432,75.858,60.6111,57.7624,63.5443,17.2529,15.7235,18.6589,8.6295,7.8351,9.2434,18.088,26.6385,663.212,23.161,33.9885,79.0398,95.2523,62.1877,183.0652,224.3038,140.6922,77.5298,99.1984,55.3198,149.3307,188.4934,109.5206,-62.466,-1.406
30472,205,660,19,AIA,AI,660,4,Country/Area,915,Anguilla,2,Medium,2022,15.831,15.857,7.76,8.097,180.1932,95.838,37.334,0.047,2.98,0.052,0.328,,0.15,0.013,9.447,1.2782,0.6213,28.259,103.6,0.103,0.064,0.038,6.467,77.442,74.1356,81.156,63.1002,59.8399,66.7627,17.2147,15.4652,19.1802,7.6625,6.9075,8.3641,0.001,6.0817,0.149,0.001,7.2671,26.1686,38.0623,14.6379,101.4001,144.1884,58.0796,39.5325,60.1971,19.1584,93.549,135.7794,50.8923,0,0
30624,206,28,,ATG,AG,28,4,Country/Area,915,Antigua and Barbuda,2,Medium,2022,93.488,93.763,44.782,48.981,213.0977,91.4273,35.089,0.553,5.89,0.55,0.587,118.083,1.124,0.101,11.984,1.5801,0.7694,28.052,103.2,0.571,0.293,0.278,6.094,79.2361,76.5065,81.6454,64.8136,62.1165,67.1826,18.7,16.8317,20.192,8.9639,7.7374,9.7562,0.006,4.9533,1.119,0.007,6.1276,22.3466,28.4763,16.2641,88.4138,112.2292,67.0361,31.5481,41.618,22.0019,81.5653,104.9126,60.7274,0,0
30776,207,533,28,ABW,AW,533,4,Country/Area,915,Aruba,2,Medium,2022,106.572,106.445,50.173,56.272,591.3611,89.1616,41.4676,-0.416,-3.906,-0.254,-0.239,,0.763,0.047,7.178,1.179,0.5655,29.614,104.3,1.179,0.614,0.565,11.084,74.9924,72.1448,77.6813,61.2414,58.4867,63.8175,15.5136,13.8527,16.9418,6.3155,5.2337,7.0026,0.01,12.5536,0.755,0.011,14.5768,36.7865,46.5021,27.0793,115.8481,153.3721,81.6472,43.6349,60.118,28.7024,100.7814,137.2161,67.9461,0.164,1.542
30928,208,44,,BHS,BS,44,4,Country/Area,915,Bahamas,2,Medium,2022,408.647,409.984,195.817,214.167,76.5181,91.4324,32.7911,1.671,4.081,2.674,0.652,106.3109,4.659,0.417,11.379,1.3803,0.6651,28.545,102.8,2.988,1.654,1.334,7.298,74.3579,70.7571,77.8432,60.4072,56.8589,63.8251,17.7505,15.9097,19.2854,8.7853,7.6261,9.5579,0.047,10.109,4.618,0.055,11.9007,59.1438,78.5069,40.5691,181.0284,231.9227,132.1909,89.912,119.9577,61.4616,169.1312,219.5729,120.957,1,2.442
31080,209,52,,BRB,BB,52,4,Country/Area,915,Barbados,2,Medium,2022,281.44,281.635,135.084,146.55,654.9651,92.1761,39.2067,0.47,1.669,0.39,0.138,,3.037,0.373,10.783,1.6344,0.7884,27.896,103.5,2.567,1.273,1.294,9.114,77.7062,75.6775,79.5806,63.7296,61.7945,65.4972,18.0768,16.8763,19.0833,7.1481,6.7412,7.4267,0.032,10.4046,3.009,0.035,11.497,37.6151,44.3929,30.8175,112.4753,133.7013,92.4993,50.2155,59.3357,41.4586,100.4961,120.5292,81.8567,-0.08,-0.284
31232,210,535,28,BES,BQ,535,4,Country/Area,915,"Bonaire, Sint Eustatius and Saba",2,Medium,2022,26.969,27.026,13.827,13.2,82.3979,104.754,39.5763,0.009,0.344,0.115,0.426,,0.287,0.015,10.651,1.6473,0.7867,28.911,105,0.278,0.167,0.111,10.307,75.4359,73.2119,78.2229,61.7267,59.6156,64.3932,15.7512,14.2581,17.5999,6.7512,5.9076,7.5648,0.004,12.8121,0.284,0.004,14.8785,33.4206,38.0271,28.563,110.4013,132.9523,85.1463,37.3252,43.5299,30.7157,94.8265,115.9225,71.16,0.1,3.707
31384,211,92,19,VGB,VG,92,4,Country/Area,915,British Virgin Islands,2,Medium,2022,31.184,31.305,15.062,16.242,203.276,92.732,38.7573,0.035,1.125,0.241,0.77,90.0191,0.238,0.015,7.64,1.0154,0.4861,28.641,105.3,0.203,0.118,0.086,6.515,76.3733,73.622,79.2559,62.7548,60.2435,65.363,16.3536,14.768,17.9316,7.0478,6.2843,7.6274,0.003,13.7326,0.235,0.004,16.1818,31.7265,42.0768,21.6478,98.6084,128.7128,69.2298,31.528,43.1523,20.9919,81.9768,109.0811,56.0228,0.2,6.409
31536,212,136,19,CYM,KY,136,4,Country/Area,915,Cayman Islands,2,Medium,2022,68.393,68.706,34.669,34.036,285.0851,101.8583,37.6937,0.219,3.203,0.625,0.91,76.17,0.669,0.013,9.767,1.2158,0.5852,30.999,103.6,0.45,0.259,0.191,6.564,75.5549,73.2342,78.1236,61.3677,59.1645,63.807,16.4234,14.817,18.1059,7.3506,6.5328,8.0142,0.005,7.3359,0.665,0.006,8.7566,35.4818,41.3143,29.277,128.0069,150.145,104.1526,52.5812,60.2984,44.2902,118.2994,139.0027,96.0111,0.4,5.839
31688,213,192,,CUB,CU,192,4,Country/Area,915,Cuba,2,Medium,2022,11220.585,11212.191,5562.694,5649.497,105.0244,98.4635,41.2186,-10.792,-0.963,-16.788,-0.15,,99.693,14.5,8.889,1.4487,0.6922,26.154,107.2,110.485,59.144,51.341,9.852,78.155,75.7928,80.5647,63.6753,61.3564,66.0338,18.1916,16.7574,19.5287,8.8781,8.1406,9.474,0.401,4.017,99.349,0.507,5.0012,25.0808,31.0185,18.7465,104.7973,131.8348,77.3517,41.034,52.4421,29.1317,98.5792,125.0791,71.7664,-6,-0.535
31840,214,531,28,CUW,CW,531,4,Country/Area,915,Curaçao,2,Medium,2022,190.703,191.164,91.647,99.516,450.8573,92.0932,36.0629,0.406,2.125,0.921,0.482,,2.183,0.148,11.435,1.6467,0.7921,28.948,104.8,1.777,0.953,0.824,9.31,76.6512,72.698,80.2766,62.5579,58.7098,66.05,16.714,14.0669,18.82,7.4091,5.872,8.2821,0.017,7.8496,2.167,0.02,9.3688,31.252,39.9475,21.5694,105.8815,147.6094,68.262,40.628,55.489,25.9221,94.929,135.2317,59.051,0.515,2.697
31992,215,212,,DMA,DM,212,4,Country/Area,915,Dominica,2,Medium,2022,72.6,72.738,36.161,36.577,96.9833,98.864,31.9467,0.317,4.357,0.275,0.378,,0.966,0.105,13.278,1.588,0.7643,28.159,103.6,0.649,0.369,0.28,8.921,72.9807,69.8748,76.4515,59.1734,56.4016,62.2688,14.8813,12.9528,16.8248,6.5393,5.5145,7.2784,0.011,11.4203,0.956,0.013,13.5712,45.2312,57.8726,32.3827,154.923,191.4771,115.8606,62.4029,75.7701,48.7809,140.6663,173.2681,106.0651,-0.04,-0.55
32144,216,214,,DOM,DO,214,4,Country/Area,915,Dominican Republic,2,Medium,2022,11175.767,11228.821,5634.261,5594.56,232.4278,100.7097,27.426,135.404,12.043,106.108,0.945,73.3489,203.625,30.062,18.111,2.2474,1.0598,26.861,104.4,68.221,39.171,29.05,6.068,74.1704,71.0444,77.5363,61.5833,58.612,64.7686,17.9437,16.4387,19.4079,9.06,8.3458,9.6109,4.963,24.3508,199.209,6.168,30.19,70.3211,88.3135,51.4979,169.2823,211.2774,124.7345,75.641,100.1363,49.9501,141.8804,182.3376,99.2097,-29.294,-2.606
32296,217,308,,GRD,GD,308,4,Country/Area,915,Grenada,2,Medium,2022,125.053,125.438,62.721,62.717,368.9338,100.0072,31.2258,0.963,7.674,0.769,0.613,113.0746,1.96,0.139,15.616,1.9862,0.9532,29.056,104,0.997,0.54,0.457,7.942,75.3355,72.5882,78.2976,61.5787,58.8904,64.4727,17.1107,15.3646,18.7888,8.0687,7.0908,8.7526,0.024,12.2868,1.939,0.03,15.0375,36.4241,42.3127,30.3929,140.5287,173.6004,105.3788,50.7763,63.0406,37.904,126.0721,158.4585,91.7257,-0.2,-1.593
32448,218,312,2,GLP,GP,312,4,Country/Area,915,Guadeloupe,2,Medium,2022,395.917,395.752,178.983,216.769,243.0912,82.5684,42.2346,0.468,1.181,-0.329,-0.083,,4.518,0.131,11.404,2.0329,0.9905,31.248,103.4,4.05,2.076,1.974,10.223,80.7995,77.2509,83.8959,66.2306,62.7168,69.283,20.2539,18.0954,22.0719,10.2192,9.0445,11.0558,0.02,4.3836,4.501,0.022,4.8052,20.4469,28.3458,13.8208,87.3752,125.6372,57.9322,35.2341,52.2375,23.0266,82.4136,120.2531,53.5121,-0.8,-2.019
32600,219,332,,HTI,HT,332,4,Country/Area,915,Haiti,2,Medium,2022,11516.043,11584.996,5738.71,5846.286,420.2182,98.1599,23.2466,170.149,14.666,137.905,1.19,58.2477,268.523,29.646,23.146,2.7726,1.2491,29.489,103,98.374,54.048,44.326,8.48,63.7283,60.8921,66.6955,53.2853,50.793,55.8563,12.303,11.2325,13.2357,5.1791,4.721,5.4908,11.649,43.3752,258.823,15.22,56.6748,132.5649,155.5182,108.9071,293.6348,346.4409,238.5848,126.1831,154.8243,96.9583,241.1851,291.5716,189.4977,-32.248,-2.78
32752,220,388,,JAM,JM,388,4,Country/Area,915,Jamaica,2,Medium,2022,2828.991,2827.377,1402.379,1424.998,261.069,98.4126,31.2957,7.773,2.744,-3.228,-0.114,,32.663,3.587,11.531,1.3401,0.6428,27.932,103.9,24.89,13.193,11.697,8.787,70.6292,68.5319,72.7373,56.7379,54.7538,58.7182,13.3308,12.4326,14.1302,5.5538,5.3397,5.7262,0.369,11.2786,32.341,0.444,13.5004,48.787,61.4122,35.5836,189.5723,225.9118,153.3829,77.5513,95.9062,58.5534,176.4855,211.6839,141.6682,-10.999,-3.883
32904,221,474,2,MTQ,MQ,474,4,Country/Area,915,Martinique,2,Medium,2022,367.76,367.507,169.159,198.348,346.7047,85.2835,46.6145,0.145,0.393,-0.506,-0.138,,3.508,0.131,9.536,1.9063,0.9298,30.709,102.6,3.363,1.705,1.658,9.143,83.3048,80.2747,85.9659,69.1136,66.1433,71.7024,22.1702,20.2083,23.8064,10.6052,9.4423,11.4362,0.022,6.246,3.489,0.031,8.7872,20.4799,25.5701,15.6391,70.0865,96.1401,48.7568,25.7577,36.0828,17.4828,60.8722,86.1509,40.4447,-0.65,-1.767
33056,222,500,19,MSR,MS,500,4,Country/Area,915,Montserrat,2,Medium,2022,4.389,4.39,2.316,2.074,42.6214,111.7193,43.4037,-0.01,-2.188,0.002,0.046,,0.04,0.008,9.071,1.5651,0.7497,27.479,104.3,0.05,0.03,0.02,11.259,75.8487,74.5196,77.5407,61.9135,60.3883,63.8235,16.1048,15.3284,17.148,6.97,6.7039,7.3027,0,10.3207,0.04,0,12.2894,32.5959,34.8917,28.9739,110.0133,128.8909,90.7408,40.9679,49.4517,30.8917,97.2189,118.4332,75.3977,0,0
33208,223,630,3,PRI,PR,630,4,Country/Area,915,Puerto Rico,2,Medium,2022,3249.144,3252.407,1534.14,1718.267,374.184,89.2841,44.3079,-10.172,-3.136,6.526,0.201,,26.058,1.568,8.033,1.2826,0.6181,27.192,105.2,36.23,20.352,15.878,11.169,79.7202,75.5777,83.8972,65.4634,61.357,69.5918,20.2471,17.9174,22.3875,10.5482,9.1785,11.6427,0.179,6.8428,25.904,0.22,8.4437,29.4002,42.9305,16.6603,107.5529,156.0911,61.3245,43.3089,67.6395,20.7038,99.0689,147.1987,53.4162,16.702,5.149
33360,224,652,2,BLM,BL,652,4,Country/Area,915,Saint Barthélemy,2,Medium,2022,10.955,10.967,5.756,5.211,498.5,110.4586,39.0804,0.031,2.759,0.024,0.219,,0.092,0.001,8.352,1.0211,0.4942,30.273,104,0.061,0.034,0.027,5.593,80.643,77.5946,83.7326,66.4504,63.4615,69.4684,19.244,16.7321,21.3998,8.9707,7.2048,9.9344,0.001,7.5672,0.091,0.001,8.7491,19.6264,22.6042,16.4231,67.4359,83.7689,46.408,21.7504,26.1921,16.5562,57.8994,73.302,37.8611,0,0
33512,225,659,,KNA,KN,659,4,Country/Area,915,Saint Kitts and Nevis,2,Medium,2022,47.609,47.658,23.011,24.646,183.2981,93.3642,34.4357,0.083,1.745,0.097,0.204,,0.563,0.06,11.823,1.5115,0.7239,27.658,103.7,0.48,0.273,0.207,10.078,72.0269,68.6816,75.6659,57.9814,54.4417,61.8417,14.6924,13.0297,16.3959,6.5923,5.9388,7.0585,0.004,7.8252,0.559,0.006,10.2361,51.3276,66.2757,37.4778,179.8709,237.9948,121.134,79.528,111.6468,48.5902,168.5179,229.0333,107.0403,0.02,0.42
33664,226,662,,LCA,LC,662,4,Country/Area,915,Saint Lucia,2,Medium,2022,179.752,179.857,88.948,90.909,291.9765,97.8434,33.5012,0.209,1.165,0.211,0.117,,2.035,0.225,11.316,1.3874,0.6678,28.016,103.1,1.826,1.023,0.803,10.151,71.2937,68.005,74.887,57.5329,54.3406,61.0135,13.7576,12.0496,15.4023,5.7373,5.0191,6.25,0.024,11.9337,2.014,0.03,14.5654,50.1061,66.1375,33.4735,175.9546,228.6049,121.0977,72.0701,97.3595,45.9697,161.1701,212.8965,107.5222,0,0
33816,227,663,2,MAF,MF,663,4,Country/Area,915,Saint Martin (French part),2,Medium,2022,31.639,31.791,15.111,16.68,599.8302,90.5992,38.8481,0.296,9.313,0.304,0.956,72.5049,0.458,0.013,14.414,2.3854,1.1542,30.436,104,0.162,0.097,0.065,5.101,80.55,77.5024,83.6582,66.3695,63.382,69.406,19.0737,16.6747,21.3517,8.5835,7.1746,9.9069,0.004,7.6956,0.455,0.004,8.8976,19.7773,22.8936,16.6475,64.9761,84.5774,46.8811,21.0903,26.4341,16.7042,55.2601,73.9528,38.1909,0,0
33968,228,670,,VCT,VC,670,4,Country/Area,915,Saint Vincent and the Grenadines,2,Medium,2022,104.111,103.948,52.928,51.02,266.5321,103.7407,33.0837,-0.133,-1.278,-0.327,-0.315,,1.324,0.169,12.726,1.7781,0.8535,28.042,103.3,1.457,0.834,0.623,14.004,68.9718,66.6929,71.7315,55.1217,52.8996,57.8221,12.978,11.834,14.3304,5.8427,5.3839,6.3154,0.017,12.467,1.31,0.02,14.8531,51.5134,63.3662,39.1632,227.7658,269.9279,180.2873,94.6465,118.2024,69.9437,214.57,256.3689,167.5344,-0.2,-1.922
34120,229,534,28,SXM,SX,534,4,Country/Area,915,Sint Maarten (Dutch part),2,Medium,2022,44.168,44.175,23.65,20.526,1299.2647,115.2201,47.1391,0.014,0.316,0.014,0.032,,0.36,0.048,8.152,1.5716,0.7538,28.966,103.9,0.346,0.206,0.14,7.836,74.4089,71.9577,77.1414,60.8202,58.5091,63.356,15.2535,13.5903,16.8457,6.3013,5.5782,7.1267,0.005,13.94,0.355,0.006,16.2461,37.6528,42.7245,30.2902,123.9114,149.7852,94.0756,43.5315,49.6859,33.8071,106.8733,130.9937,79.4945,0,0
34272,230,780,,TTO,TT,780,4,Country/Area,915,Trinidad and Tobago,2,Medium,2022,1528.932,1531.044,755.09,775.955,298.4492,97.311,35.9451,5.031,3.285,4.225,0.276,,17.429,1.824,11.382,1.6137,0.7716,27.731,104.1,12.398,6.876,5.522,8.097,74.7078,71.3074,78.1532,61.1336,57.8049,64.489,17.6813,15.6461,19.4125,9.0133,7.6635,9.8894,0.261,14.9572,17.199,0.298,16.9575,52.7915,67.583,37.2413,165.6346,207.2012,122.4856,71.2776,93.3069,48.2473,149.3798,190.1753,107.2039,-0.8,-0.522
34424,231,796,19,TCA,TC,796,4,Country/Area,915,Turks and Caicos Islands,2,Medium,2022,45.529,45.702,23.006,22.696,48.1079,101.3636,37.7102,0.148,3.23,0.347,0.759,91.3237,0.56,0.022,12.27,1.6576,0.7945,30.714,104.9,0.412,0.231,0.181,9.04,74.9252,72.1651,77.9863,61.103,58.6006,63.8803,15.5835,13.9076,17.298,6.7024,5.9084,7.3921,0.006,11.3894,0.554,0.008,13.639,34.33,44.797,23.7771,120.9629,151.2381,88.0371,43.1393,54.2449,31.1548,106.7923,133.8915,77.3317,0.2,4.386
34576,232,850,29,VIR,VI,850,4,Country/Area,915,United States Virgin Islands,2,Medium,2022,99.84,99.465,46.364,53.1,284.1857,87.3146,42.804,-0.293,-2.943,-0.75,-0.754,,1.118,0.082,11.212,2.1104,1.0231,27.845,103.9,1.411,0.848,0.563,14.155,75.0663,69.831,80.8662,60.8041,55.7122,66.4256,15.9915,12.8971,19.0776,7.1876,5.4119,8.4737,0.006,5.3046,1.112,0.007,6.1958,36.6463,56.6815,17.8295,131.0583,201.2914,62.6033,54.7031,87.8268,24.0971,121.9975,190.3978,55.9096,-0.45,-4.514
34728,233,916,,,,13,3,Subregion,904,Central America,2,Medium,2022,178273.572,179060.359,87732.407,91327.952,72.6532,96.063,28.0184,1658.338,9.259,1573.574,0.879,78.8563,2840.144,445.952,15.858,1.9157,0.917,27.066,104.1,1181.806,662.054,519.752,6.599,74.11,70.9116,77.3654,60.3805,57.2644,63.5361,16.9796,15.695,18.1691,7.8579,7.177,8.422,34.66,12.1953,2809.77,41.599,14.5469,58.3239,80.3166,36.2553,166.1911,217.0176,115.9881,79.0437,112.8021,45.7157,151.4854,201.6268,102.2456,-84.728,-0.473
34880,234,84,,BLZ,BZ,84,4,Country/Area,916,Belize,2,Medium,2022,402.647,405.272,203.747,201.525,17.7673,101.1023,25.5571,4.661,11.51,5.251,1.296,53.4836,7.193,1.083,17.763,1.9891,0.9467,27.191,105.2,2.532,1.549,0.984,6.253,70.9624,67.721,74.6853,57.0078,53.8253,60.6616,15.3018,14.0934,16.6839,7.0817,6.3457,7.8541,0.072,10.0752,7.13,0.087,12.042,68.5126,93.4334,42.6217,216.9531,274.2007,155.916,101.6341,140.0483,61.8954,204.9968,261.8774,144.5382,0.6,1.481
35032,235,188,,CRI,CR,188,4,Country/Area,916,Costa Rica,2,Medium,2022,5167.063,5180.829,2590.71,2590.119,101.4655,100.0228,33.3359,23.683,4.573,27.532,0.531,130.5362,60.517,6.422,11.686,1.5225,0.7346,28.01,104.5,36.834,20.494,16.34,7.113,77.3202,74.7618,80.0359,63.0357,60.5062,65.7176,17.4306,16.0692,18.7758,7.2181,6.4185,7.9063,0.415,6.8449,60.159,0.489,7.998,32.6262,44.3145,20.3636,106.6152,138.8489,73.2551,47.152,65.8038,27.7282,98.1205,130.0162,65.1669,3.85,0.743
